Rank,Release Group,Worldwide,Domestic,%,Foreign,%
349,Harsh Times,"$5,967,038","$3,337,931",55.9%,"$2,629,107",44.1%
350,Malamaal Weekly,"$5,946,304","$204,612",3.4%,"$5,741,692",96.6%
351,For Your Consideration,"$5,925,637","$5,549,923",93.7%,"$375,714",6.3%
352,The Good German,"$5,914,908","$1,308,696",22.1%,"$4,606,212",77.9%
353,Heavenly Forest,"$5,860,538",-,-,"$5,860,538",100%
354,Siren,"$5,835,036",-,-,"$5,835,036",100%
355,Catch a Fire,"$5,710,236","$4,299,773",75.3%,"$1,410,463",24.7%
356,Bad Faith,"$5,531,484",-,-,"$5,531,484",100%
357,Shortbus,"$5,526,675","$1,985,292",35.9%,"$3,541,383",64.1%
358,Dreamcatcher 2006 Re-release,"$5,524,970",-,-,"$5,524,970",100%
359,Severance,"$5,515,163","$137,221",2.5%,"$5,377,942",97.5%
360,Prince Vladimir,"$5,399,583",-,-,"$5,399,583",100%
361,Sergeant Keroro the Super Movie,"$5,374,376",-,-,"$5,374,376",100%
362,I'll Show You!,"$5,364,795",-,-,"$5,364,795",100%
363,The White Planet/Carte Blanche,"$5,215,003",-,-,"$5,215,003",100%
364,Arang,"$5,150,498",-,-,"$5,150,498",100%
365,The Thief Lord,"$5,141,916",-,-,"$5,141,916",100%
366,Kabul Express,"$5,091,289","$302,458",5.9%,"$4,788,831",94.1%
367,Apna Sapna Money Money,"$5,065,960",-,-,"$5,065,960",100%
368,The Tiger Brigades,"$5,065,581",-,-,"$5,065,581",100%
369,Family Hero,"$5,063,253",-,-,"$5,063,253",100%
370,The Power of Fear,"$4,980,529",-,-,"$4,980,529",100%
371,Selon Charlie,"$4,903,269",-,-,"$4,903,269",100%
372,Confetti,"$4,891,137","$228,498",4.7%,"$4,662,639",95.3%
373,No Mercy for the Rude,"$4,884,108",-,-,"$4,884,108",100%
374,Sugar & Spice,"$4,866,329",-,-,"$4,866,329",100%
375,Old Miss Diary,"$4,864,610",-,-,"$4,864,610",100%
376,On the Roof After School,"$4,862,981",-,-,"$4,862,981",100%
377,Keloglan vs. the Black Prince,"$4,812,527",-,-,"$4,812,527",100%
378,Crusade in Jeans,"$4,768,974",-,-,"$4,768,974",100%
379,The Robber Hotzenplotz,"$4,753,874",-,-,"$4,753,874",100%
380,Incontrôlable,"$4,684,063",-,-,"$4,684,063",100%
381,Hearty Paws,"$4,678,547",-,-,"$4,678,547",100%
382,Half Nelson,"$4,660,481","$2,697,938",57.9%,"$1,962,543",42.1%
383,"I'm a Cyborg, But That's OK","$4,642,401",-,-,"$4,642,401",100%
384,Let's Go to Prison,"$4,630,045","$4,630,045",100%,-,-
385,Grounding - The Last Days of Swissair,"$4,624,306",-,-,"$4,624,306",100%
386,Half Light,"$4,598,371",-,-,"$4,598,371",100%
387,Tapas,"$4,455,640",-,-,"$4,455,640",100%
388,Shaadi Karke Phas Gaya Yaar,"$4,423,137","$223,137",5%,"$4,200,000",95%
389,Keeping Up with the Steins,"$4,409,374","$4,339,241",98.4%,"$70,133",1.6%
390,The Lost City,"$4,386,236","$2,484,186",56.6%,"$1,902,050",43.4%
391,The Sword Bearer,"$4,382,251",-,-,"$4,382,251",100%
392,Matti: Hell Is for Heroes,"$4,359,099",-,-,"$4,359,099",100%
393,Metro ni notte,"$4,341,492",-,-,"$4,341,492",100%
394,Hanada Shonenshi the Movie: Spirits and the Secret Tunnel,"$4,293,025",-,-,"$4,293,025",100%
395,Yeolliji,"$4,291,925",-,-,"$4,291,925",100%
396,Reincarnation,"$4,274,679",-,-,"$4,274,679",100%
397,The Laws of Eternity,"$4,182,660",-,-,"$4,182,660",100%
398,Seducing Mr. Perfect,"$4,147,509",-,-,"$4,147,509",100%
399,Madame Irma,"$4,133,170",-,-,"$4,133,170",100%
400,The Knot,"$4,118,896",-,-,"$4,118,896",100%
401,Franklin and the Turtle Lake Treasure,"$4,094,871",-,-,"$4,094,871",100%
402,Alien Autopsy,"$4,043,612",-,-,"$4,043,612",100%
403,Inland Empire,"$4,037,577","$861,355",21.3%,"$3,176,222",78.7%
404,Tristram Shandy: A Cock and Bull Story,"$3,931,982","$1,253,413",31.9%,"$2,678,569",68.1%
405,Le grand Meaulnes,"$3,926,276",-,-,"$3,926,276",100%
406,The Return 2006 Re-release,"$3,924,837",-,-,"$3,924,837",100%
407,Brick,"$3,919,254","$2,075,743",53%,"$1,843,511",47%
408,Chup Chup Ke,"$3,912,699","$334,618",8.6%,"$3,578,081",91.4%
409,Trailer Park Boys: The Movie,"$3,868,567","$3,860,678",99.8%,"$7,889",0.2%
410,Christmas on July 24th Avenue,"$3,866,650",-,-,"$3,866,650",100%
411,A Year in My Life,"$3,854,005",-,-,"$3,854,005",100%
412,The Polar Express 2006 IMAX Release,"$3,765,011","$2,940,722",78.1%,"$824,289",21.9%
413,Riding Alone for Thousands of Miles,"$3,752,325","$252,325",6.7%,"$3,500,000",93.3%
414,Emma's Bliss,"$3,743,833",-,-,"$3,743,833",100%
415,Cold Prey,"$3,724,383",-,-,"$3,724,383",100%
416,C.R.A.Z.Y.,"$3,692,417",-,-,"$3,692,417",100%
417,Poltergay,"$3,686,392",-,-,"$3,686,392",100%
418,Locked Out,"$3,666,789",-,-,"$3,666,789",100%
419,Úcastníci zájezdu,"$3,658,378",-,-,"$3,658,378",100%
420,BloodRayne,"$3,650,275","$2,405,420",65.9%,"$1,244,855",34.1%
421,Dobrinya and the Dragon,"$3,620,000",-,-,"$3,620,000",100%
422,Ultraman Mebius and Ultra Brothers,"$3,612,844",-,-,"$3,612,844",100%
423,Factory Girl,"$3,572,632","$1,675,241",46.9%,"$1,897,391",53.1%
424,Like a Virgin,"$3,547,188",-,-,"$3,547,188",100%
425,Felix 2 - Der Hase und die verflixte Zeitmaschine,"$3,519,324",-,-,"$3,519,324",100%
426,Father of Four: Living Large,"$3,510,611",-,-,"$3,510,611",100%
427,Lovewrecked,"$3,505,963",-,-,"$3,505,963",100%
428,"Ice Cream, I Scream","$3,484,740",-,-,"$3,484,740",100%
429,Zinda,"$3,474,820","$332,491",9.6%,"$3,142,329",90.4%
430,Between Love and Hate,"$3,464,124",-,-,"$3,464,124",100%
431,Nobody Is Perfect,"$3,463,230",-,-,"$3,463,230",100%
432,Salvador,"$3,445,943",-,-,"$3,445,943",100%
433,K3 en het ijsprinsesje,"$3,438,336",-,-,"$3,438,336",100%
434,Straight Story,"$3,416,500",-,-,"$3,416,500",100%
435,Rough,"$3,383,339",-,-,"$3,383,339",100%
436,Apt.,"$3,362,511",-,-,"$3,362,511",100%
437,Ten Canoes,"$3,360,030","$283,654",8.4%,"$3,076,376",91.6%
438,Boynton Beach Club,"$3,350,115","$3,127,472",93.4%,"$222,643",6.6%
439,Unknown,"$3,338,228","$26,403",0.8%,"$3,311,825",99.2%
440,Art School Confidential,"$3,306,629","$3,297,137",99.7%,"$9,492",0.3%
441,Heading South,"$3,294,052","$898,468",27.3%,"$2,395,584",72.7%
442,A Beautiful Mind 2006 Re-release,"$3,248,916",-,-,"$3,248,916",100%
443,Xuxa Twins,"$3,234,915",-,-,"$3,234,915",100%
444,Naruto Shippûden: The Movie,"$3,226,491",-,-,"$3,226,491",100%
445,Try Me,"$3,219,769",-,-,"$3,219,769",100%
446,The Year My Parents Went on Vacation,"$3,218,370","$807,117",25.1%,"$2,411,253",74.9%
447,Alive,"$3,216,061",-,-,"$3,216,061",100%
448,Lady Chatterley,"$3,200,383","$687,414",21.5%,"$2,512,969",78.5%
449,Du jour au lendemain,"$3,180,245",-,-,"$3,180,245",100%
450,Wordplay,"$3,177,636","$3,121,270",98.2%,"$56,366",1.8%
451,Traces of Love,"$3,153,324",-,-,"$3,153,324",100%
452,Them,"$3,144,202","$50,057",1.6%,"$3,094,145",98.4%
453,Cinderella,"$3,130,383",-,-,"$3,130,383",100%
454,I Not Stupid Too,"$3,111,801",-,-,"$3,111,801",100%
455,The Boss of It All,"$3,111,395","$51,548",1.7%,"$3,059,847",98.3%
456,The Island,"$3,098,754",-,-,"$3,098,754",100%
457,Bloody Reunion,"$3,094,683",-,-,"$3,094,683",100%
458,Nomad: The Warrior,"$3,088,685","$79,123",2.6%,"$3,009,562",97.4%
459,Long Flat Balls,"$3,084,794",-,-,"$3,084,794",100%
460,We Feed the World,"$3,056,552",-,-,"$3,056,552",100%
461,"Bañeros III, todopoderosos","$3,018,987",-,-,"$3,018,987",100%
462,Killing the Shadows,"$3,004,541",-,-,"$3,004,541",100%
463,Samoan Wedding,"$2,993,332","$72,244",2.4%,"$2,921,088",97.6%
464,My Name Is Juani,"$2,977,274",-,-,"$2,977,274",100%
465,Beck: The Scorpion,"$2,973,649",-,-,"$2,973,649",100%
466,Sea Without Exit,"$2,961,088",-,-,"$2,961,088",100%
467,Rafters,"$2,947,079",-,-,"$2,947,079",100%
468,Romance & Cigarettes,"$2,935,242","$557,471",19%,"$2,377,771",81%
469,Suddenly,"$2,913,301",-,-,"$2,913,301",100%
470,The Missing Star,"$2,895,948",-,-,"$2,895,948",100%
471,Dasepo Naughty Girls,"$2,893,958",-,-,"$2,893,958",100%
472,Wah-Wah,"$2,846,148","$234,750",8.2%,"$2,611,398",91.8%
473,XTC Just Don't Do It,"$2,840,321",-,-,"$2,840,321",100%
474,Lost in Love,"$2,829,650",-,-,"$2,829,650",100%
475,The Blue Elephant,"$2,807,697",-,-,"$2,807,697",100%
476,The Lazarus Child,"$2,764,845",-,-,"$2,764,845",100%
477,Extended Play,"$2,732,250",-,-,"$2,732,250",100%
478,O Jerusalem,"$2,724,303","$234,480",8.6%,"$2,489,823",91.4%
479,Noodle Boxer,"$2,721,507",-,-,"$2,721,507",100%
480,Le passager de l'été,"$2,702,946",-,-,"$2,702,946",100%
481,Infamous,"$2,689,799","$1,151,330",42.8%,"$1,538,469",57.2%
482,GAL,"$2,684,444",-,-,"$2,684,444",100%
483,Satan,"$2,680,422",-,-,"$2,680,422",100%
484,A Ticket to Space,"$2,674,500",-,-,"$2,674,500",100%
485,Gamera the Brave,"$2,654,792",-,-,"$2,654,792",100%
486,Find Me Guilty,"$2,636,637","$1,173,643",44.5%,"$1,462,994",55.5%
487,Imagine Me & You,"$2,635,305","$672,243",25.5%,"$1,963,062",74.5%
488,A Friend of Mine,"$2,613,754",-,-,"$2,613,754",100%
489,The Knight Didi and the Princess Lili,"$2,603,018",-,-,"$2,603,018",100%
490,For Horowitz,"$2,599,705",-,-,"$2,599,705",100%
491,Love.Com: The Movie,"$2,589,674",-,-,"$2,589,674",100%
492,After Dark's Horror Fest: 8 Films to Die For,"$2,575,000","$2,575,000",100%,-,-
493,The Man of My Life,"$2,542,577","$7,704",0.3%,"$2,534,873",99.7%
494,The Cloud,"$2,534,859",-,-,"$2,534,859",100%
495,Quinceañera,"$2,522,787","$1,692,693",67.1%,"$830,094",32.9%
496,Lonely Hearts,"$2,520,835","$188,565",7.5%,"$2,332,270",92.5%
497,Cruel Winter Blues,"$2,507,321",-,-,"$2,507,321",100%
498,Still Life,"$2,504,465","$76,983",3.1%,"$2,427,482",96.9%
499,Bewitching Attraction,"$2,504,320",-,-,"$2,504,320",100%
500,Our Land,"$2,502,553",-,-,"$2,502,553",100%
501,Los mánagers,"$2,498,903",-,-,"$2,498,903",100%
502,The Stone Council,"$2,486,909",-,-,"$2,486,909",100%
503,The Wedding Director,"$2,471,016",-,-,"$2,471,016",100%
504,How the Lack of Love Affects Two Men,"$2,470,615",-,-,"$2,470,615",100%
505,Ask the Dust,"$2,460,057","$743,847",30.2%,"$1,716,210",69.8%
506,Gangster,"$2,451,379",-,-,"$2,451,379",100%
507,Il nostro matrimonio è in crisi,"$2,444,889",-,-,"$2,444,889",100%
508,Sarang-ttawin piryo-eopseo,"$2,438,783",-,-,"$2,438,783",100%
509,A Family Secret,"$2,438,422","$2,438,422",100%,-,-
510,The Yacoubian Building,"$2,414,837",-,-,"$2,414,837",100%
511,Summer Rain,"$2,411,526",-,-,"$2,411,526",100%
512,The International,"$2,403,055",-,-,"$2,403,055",100%
513,Turks in Space,"$2,381,856",-,-,"$2,381,856",100%
514,BoyTown,"$2,351,515",-,-,"$2,351,515",100%
515,The Maidens' Conspiracy,"$2,331,139",-,-,"$2,331,139",100%
516,Olsenbanden Junior på cirkus,"$2,317,332",-,-,"$2,317,332",100%
517,Fur: An Imaginary Portrait of Diane Arbus,"$2,312,717","$223,202",9.7%,"$2,089,515",90.3%
518,D@bbe,"$2,282,899",-,-,"$2,282,899",100%
519,Free Jimmy,"$2,270,059",-,-,"$2,270,059",100%
520,Re-cycle,"$2,263,016",-,-,"$2,263,016",100%
521,Strangers with Candy,"$2,254,124","$2,072,645",91.9%,"$181,479",8.1%
522,Kokoda: 39th Battalion,"$2,249,162",-,-,"$2,249,162",100%
523,The Trip to Panama,"$2,242,407",-,-,"$2,242,407",100%
524,Love Phobia,"$2,233,274",-,-,"$2,233,274",100%
525,Pedersen: High-School Teacher,"$2,226,554",-,-,"$2,226,554",100%
526,L'école pour tous,"$2,221,747",-,-,"$2,221,747",100%
527,Nong Teng Nakleng-pukaotong,"$2,215,538",-,-,"$2,215,538",100%
528,Reeker,"$2,213,639",-,-,"$2,213,639",100%
529,Mobile Suit Z Gundam 3: A New Translation - Love Is the Pulse of the Stars,"$2,212,170",-,-,"$2,212,170",100%
530,Fast Food Nation,"$2,209,322","$1,005,539",45.5%,"$1,203,783",54.5%
531,Neil Young: Heart of Gold,"$2,201,933","$1,904,606",86.5%,"$297,327",13.5%
532,"Isi & Disi, alto voltaje","$2,194,607",-,-,"$2,194,607",100%
533,Küçük Kiyamet,"$2,179,300",-,-,"$2,179,300",100%
534,Jak se krotí krokodýli,"$2,176,598",-,-,"$2,176,598",100%
535,Cándida,"$2,175,947",-,-,"$2,175,947",100%
536,Dark Blue Almost Black,"$2,171,323","$6,646",0.3%,"$2,164,677",99.7%
537,"Fly, Daddy, Fly 2006 Re-release","$2,161,038",-,-,"$2,161,038",100%
538,Holy Daddy,"$2,149,116",-,-,"$2,149,116",100%
539,Easy Skanking,"$2,145,520",-,-,"$2,145,520",100%
540,Ugly Me,"$2,144,938",-,-,"$2,144,938",100%
541,Fist of the North Star: New Saviour Legend,"$2,121,249",-,-,"$2,121,249",100%
542,On the Edge,"$2,119,800",-,-,"$2,119,800",100%
543,Candy,"$2,105,096","$45,128",2.1%,"$2,059,968",97.9%
544,Ice Bar,"$2,093,459",-,-,"$2,093,459",100%
545,The Education of Fairies,"$2,088,696",-,-,"$2,088,696",100%
546,Zoop in India,"$2,081,934",-,-,"$2,081,934",100%
547,Président,"$2,071,008",-,-,"$2,071,008",100%
548,Big Film,"$2,054,707",-,-,"$2,054,707",100%
549,Darna Zaroori Hai,"$2,053,021",-,-,"$2,053,021",100%
550,Right at Your Door,"$2,043,704","$65,018",3.2%,"$1,978,686",96.8%
551,Plop in de stad,"$2,043,481",-,-,"$2,043,481",100%
552,S@motnosc w sieci,"$2,042,713",-,-,"$2,042,713",100%
553,Takva: A Man's Fear of God,"$2,040,826",-,-,"$2,040,826",100%
554,Uro,"$2,040,577",-,-,"$2,040,577",100%
555,The Wedding Weekend,"$2,037,373","$1,232,961",60.5%,"$804,412",39.5%
556,A Guide to Recognizing Your Saints,"$2,035,468","$517,809",25.4%,"$1,517,659",74.6%
557,TKKG: The Secret of the Mysterious Mind Machine,"$2,026,255",-,-,"$2,026,255",100%
558,The Italian,"$2,007,774","$555,436",27.7%,"$1,452,338",72.3%
559,The Crumbs,"$2,002,298",-,-,"$2,002,298",100%
560,A Cruel Attendance,"$1,970,675",-,-,"$1,970,675",100%
561,Kummelin Jackpot,"$1,969,226",-,-,"$1,969,226",100%
562,The Magic Flute,"$1,960,025",-,-,"$1,960,025",100%
563,Libero (Along the Ridge),"$1,959,897",-,-,"$1,959,897",100%
564,Futô fukutsu,"$1,931,360",-,-,"$1,931,360",100%
565,Three Fellas,"$1,922,023",-,-,"$1,922,023",100%
566,The Roses of the Desert,"$1,914,370",-,-,"$1,914,370",100%
567,Skymaster,"$1,914,369",-,-,"$1,914,369",100%
568,French for Beginners,"$1,903,028",-,-,"$1,903,028",100%
569,Monopoly,"$1,898,670",-,-,"$1,898,670",100%
570,Eve giden yol 1914,"$1,875,984",-,-,"$1,875,984",100%
571,Cheating Love,"$1,864,896",-,-,"$1,864,896",100%
572,Thank You,"$1,863,044",-,-,"$1,863,044",100%
573,Ghost Train,"$1,861,906",-,-,"$1,861,906",100%
574,Honey & Clover,"$1,855,339",-,-,"$1,855,339",100%
575,U,"$1,851,342",-,-,"$1,851,342",100%
576,Sexy Teacher,"$1,846,414",-,-,"$1,846,414",100%
577,Election 2,"$1,833,853","$55,758",3%,"$1,778,095",97%
578,Renaissance,"$1,831,348","$70,644",3.9%,"$1,760,704",96.1%
579,Dans Paris,"$1,810,452","$63,667",3.5%,"$1,746,785",96.5%
580,Every Other Week,"$1,805,346",-,-,"$1,805,346",100%
581,The Notorious Bettie Page,"$1,778,006","$1,415,082",79.6%,"$362,924",20.4%
582,Sweet Land,"$1,774,931","$1,706,325",96.1%,"$68,606",3.9%
583,De son appartement,"$1,771,442",-,-,"$1,771,442",100%
584,Who Killed the Electric Car?,"$1,764,304","$1,678,874",95.2%,"$85,430",4.8%
585,Junk,"$1,758,962",-,-,"$1,758,962",100%
586,Wallander: Mastermind,"$1,755,773",-,-,"$1,755,773",100%
587,Les formidables,"$1,747,342",-,-,"$1,747,342",100%
588,Starter for 10,"$1,736,394","$216,839",12.5%,"$1,519,555",87.5%
589,Nausicaä of the Valley of the Wind,"$1,720,214",-,-,"$1,720,214",100%
590,Sixty Six,"$1,705,519",-,-,"$1,705,519",100%
591,Stormforce,"$1,692,312",-,-,"$1,692,312",100%
592,The Breed,"$1,689,984","$14,500",0.9%,"$1,675,484",99.1%
593,Crossing Borders,"$1,660,476",-,-,"$1,660,476",100%
594,Jaan-E-Mann: Let's Fall in Love... Again,"$1,656,433","$650,000",39.2%,"$1,006,433",60.8%
595,Seasons change: Phror arkad plian plang boi,"$1,650,814",-,-,"$1,650,814",100%
596,Katkout,"$1,643,594",-,-,"$1,643,594",100%
597,FC Venus,"$1,631,657",-,-,"$1,631,657",100%
598,See How They Run,"$1,623,934",-,-,"$1,623,934",100%
599,Saint Ange 2006 Re-release,"$1,618,054",-,-,"$1,618,054",100%
600,Lights in the Dusk,"$1,615,018","$14,056",0.9%,"$1,600,962",99.1%
601,The Night of the Sunflowers,"$1,609,872",-,-,"$1,609,872",100%
602,The Victim,"$1,608,729",-,-,"$1,608,729",100%
603,Mee-Shee: The Water Giant,"$1,599,318",-,-,"$1,599,318",100%
604,Nikto ne znaet pro seks,"$1,598,977",-,-,"$1,598,977",100%
605,Butterfly Kiss,"$1,594,574",-,-,"$1,594,574",100%
606,Once in a Summer,"$1,593,491",-,-,"$1,593,491",100%
607,Wahed men el nas,"$1,583,491",-,-,"$1,583,491",100%
608,Welcome Home,"$1,565,855",-,-,"$1,565,855",100%
609,Night of the Living Dead 3D,"$1,553,837","$271,000",17.4%,"$1,282,837",82.6%
610,Tarek's Situation,"$1,548,733",-,-,"$1,548,733",100%
611,Solace,"$1,542,750",-,-,"$1,542,750",100%
612,Prague,"$1,518,579",-,-,"$1,518,579",100%
613,The Road to Guantanamo,"$1,508,988","$326,876",21.7%,"$1,182,112",78.3%
614,Guadalupe,"$1,498,950","$848,139",56.6%,"$650,811",43.4%
615,Khottabych,"$1,493,021",-,-,"$1,493,021",100%
616,Dikari,"$1,484,930",-,-,"$1,484,930",100%
617,Red Needles,"$1,481,799",-,-,"$1,481,799",100%
618,Beauty in Trouble,"$1,471,868",-,-,"$1,471,868",100%
619,Ilk Ask,"$1,451,031",-,-,"$1,451,031",100%
620,She Made Me a Criminal,"$1,443,655",-,-,"$1,443,655",100%
621,Why We Fight,"$1,439,972","$1,439,972",100%,-,-
622,Patoruzito: The Great Adventure,"$1,427,293",-,-,"$1,427,293",100%
623,Filme da Treta,"$1,426,826",-,-,"$1,426,826",100%
624,The U.S. vs. John Lennon,"$1,408,065","$1,109,146",78.8%,"$298,919",21.2%
625,Armenia,"$1,404,538",-,-,"$1,404,538",100%
626,10 Items or Less,"$1,399,222","$83,291",6%,"$1,315,931",94%
627,Leonard Cohen: I'm Your Man,"$1,398,424","$1,044,254",74.7%,"$354,170",25.3%
628,Nenasytnye,"$1,388,633",-,-,"$1,388,633",100%
629,Roméo et Juliette,"$1,386,582","$1,386,582",100%,-,-
630,Puzzle,"$1,385,630",-,-,"$1,385,630",100%
631,Climates,"$1,385,085","$119,958",8.7%,"$1,265,127",91.3%
632,Snow Cake,"$1,381,665","$26,651",1.9%,"$1,355,014",98.1%
633,Dorm,"$1,377,113",-,-,"$1,377,113",100%
634,Memory,"$1,374,506",-,-,"$1,374,506",100%
635,Umrao Jaan,"$1,371,723","$485,000",35.4%,"$886,723",64.6%
636,Khoht-rak-eng-loei,"$1,362,207",-,-,"$1,362,207",100%
637,"McDull, the Alumni","$1,362,188",-,-,"$1,362,188",100%
638,Blame it on Fidel,"$1,360,243","$168,065",12.4%,"$1,192,178",87.6%
639,The Mistress of Spices,"$1,337,846",-,-,"$1,337,846",100%
640,N (Io e Napoleone),"$1,337,316",-,-,"$1,337,316",100%
641,Noo Hin: The Movie,"$1,334,197",-,-,"$1,334,197",100%
642,The Work and the Glory III: A House Divided,"$1,325,092","$1,325,092",100%,-,-
643,Tsubakiyama kachô no nanoka-kan,"$1,323,848",-,-,"$1,323,848",100%
644,Over the Border,"$1,320,391",-,-,"$1,320,391",100%
645,Tin sang yat dui,"$1,312,395",-,-,"$1,312,395",100%
646,Metrosexual,"$1,304,391",-,-,"$1,304,391",100%
647,Woh lamhe...,"$1,301,477",-,-,"$1,301,477",100%
648,Reprise,"$1,297,260","$554,826",42.8%,"$742,434",57.2%
649,Moscow Mission,"$1,288,484",-,-,"$1,288,484",100%
650,Driving Lessons,"$1,277,351","$239,962",18.8%,"$1,037,389",81.2%
651,Happy Family,"$1,271,669",-,-,"$1,271,669",100%
652,Mr. Wacky,"$1,265,026",-,-,"$1,265,026",100%
653,7 Millionaires,"$1,263,144",-,-,"$1,263,144",100%
654,The Shopaholics,"$1,262,819",-,-,"$1,262,819",100%
655,Svein and the Rat,"$1,262,701",-,-,"$1,262,701",100%
656,The Romance,"$1,262,106",-,-,"$1,262,106",100%
657,Catch a Wave,"$1,248,122",-,-,"$1,248,122",100%
658,The French Trick,"$1,242,129",-,-,"$1,242,129",100%
659,Bleach: Memories of Nobody,"$1,238,072",-,-,"$1,238,072",100%
660,Che goh ha tin yau yee sing,"$1,235,339",-,-,"$1,235,339",100%
661,The Chinese Botanist's Daughters,"$1,235,271",-,-,"$1,235,271",100%
662,Exiled,"$1,230,135","$51,957",4.2%,"$1,178,178",95.8%
663,Eve Dönüs,"$1,222,132",-,-,"$1,222,132",100%
664,My Quick Way Out,"$1,220,523",-,-,"$1,220,523",100%
665,Lilla Jönssonligan och stjärnkuppen,"$1,216,608",-,-,"$1,216,608",100%
666,My Wife Is a Gangster,"$1,211,843",-,-,"$1,211,843",100%
667,Dirty Sanchez: The Movie,"$1,208,708",-,-,"$1,208,708",100%
668,Megumi Hikisakareta Kazoku no 30nen,"$1,200,602",-,-,"$1,200,602",100%
669,Shattered Soul,"$1,187,547",-,-,"$1,187,547",100%
670,House of Sand,"$1,178,175","$539,285",45.8%,"$638,890",54.2%
671,Man About Town,"$1,165,186",-,-,"$1,165,186",100%
672,The Wesley's Mysterious File,"$1,158,912",-,-,"$1,158,912",100%
673,Humko Deewana Kar Gaye,"$1,149,417","$250,083",21.8%,"$899,334",78.2%
674,Piet Piraat en het vliegende schip,"$1,148,953",-,-,"$1,148,953",100%
675,The Birth of a Family,"$1,131,661",-,-,"$1,131,661",100%
676,"Piccolo, Saxo et compagnie","$1,128,912",-,-,"$1,128,912",100%
677,Red Road,"$1,128,345","$154,892",13.7%,"$973,453",86.3%
678,Laa-thaa-phii,"$1,102,162",-,-,"$1,102,162",100%
679,Men Suddenly in Black 2,"$1,101,271",-,-,"$1,101,271",100%
680,The Family Friend,"$1,096,450",-,-,"$1,096,450",100%
681,Seven Dwarves 2006 Re-release,"$1,067,284",-,-,"$1,067,284",100%
682,Peaceful Warrior,"$1,066,748","$1,066,748",100%,-,-
683,Our Country,"$1,066,502",-,-,"$1,066,502",100%
684,Family Law,"$1,062,915","$38,605",3.6%,"$1,024,310",96.4%
685,Fascisti su Marte,"$1,059,366",-,-,"$1,059,366",100%
686,Bamako,"$1,059,232","$112,351",10.6%,"$946,881",89.4%
687,The Right of the Weakest,"$1,053,321",-,-,"$1,053,321",100%
688,Ji jern mo lai,"$1,048,840",-,-,"$1,048,840",100%
689,"Job, czyli ostatnia szara komórka","$1,042,436",-,-,"$1,042,436",100%
690,One Last Dance 2006 Re-release,"$1,041,160",-,-,"$1,041,160",100%
691,Family Ties,"$1,040,300",-,-,"$1,040,300",100%
692,It Doesn't Hurt Me,"$1,037,405",-,-,"$1,037,405",100%
693,Wesh Egram,"$1,036,415",-,-,"$1,036,415",100%
694,Ro(c)k podvratáku,"$1,032,261",-,-,"$1,032,261",100%
695,The Stone Merchant,"$1,029,807",-,-,"$1,029,807",100%
696,Conversations with God,"$1,021,803","$425,045",41.6%,"$596,758",58.4%
697,49 Days,"$1,016,657",-,-,"$1,016,657",100%
698,Jesus Camp,"$1,013,596","$902,544",89%,"$111,052",11%
699,Hi Way,"$1,004,612",-,-,"$1,004,612",100%
700,The Customer Is Always Right,"$1,002,896",-,-,"$1,002,896",100%
701,Das kleine Arschloch und der alte Sack - Sterben ist Scheiße,"$994,401",-,-,"$994,401",100%
702,Dead in 3 Days,"$994,004",-,-,"$994,004",100%
703,Cabaret Paradis,"$989,460",-,-,"$989,460",100%
704,Prachy delaj cloveka,"$983,188",-,-,"$983,188",100%
705,Transylvania,"$979,025",-,-,"$979,025",100%
706,Marriage with a Fool,"$976,819",-,-,"$976,819",100%
707,Conversations with Other Women,"$973,525","$379,418",39%,"$594,107",61%
708,The World of Silence,"$970,577",-,-,"$970,577",100%
709,The Butterfly Effect 2,"$966,458",-,-,"$966,458",100%
710,A Hardest Night!!,"$966,242",-,-,"$966,242",100%
711,After This Our Exile,"$960,036",-,-,"$960,036",100%
712,The Mamiya Brothers,"$956,492",-,-,"$956,492",100%
713,An el ashq wel hawa,"$947,490",-,-,"$947,490",100%
714,Mystery of the Wolf,"$938,691",-,-,"$938,691",100%
715,Dublerzy,"$938,250",-,-,"$938,250",100%
716,Ti lascio perché ti amo troppo,"$930,096",-,-,"$930,096",100%
717,Santa vs. the Snowman 3D 2006 Re-release,"$928,275","$928,275",100%,-,-
718,The Possible,"$926,976",-,-,"$926,976",100%
719,Detective Mr. Gong,"$918,673",-,-,"$918,673",100%
720,River Queen,"$915,442",-,-,"$915,442",100%
721,Trigger,"$905,782",-,-,"$905,782",100%
722,The Dead Girl,"$905,291","$19,875",2.2%,"$885,416",97.8%
723,The Celestine Prophecy,"$903,680","$617,236",68.3%,"$286,444",31.7%
724,Looking for Comedy in the Muslim World,"$902,312","$888,975",98.5%,"$13,337",1.5%
725,Kidz in da Hood,"$900,771",-,-,"$900,771",100%
726,A Cheerful Gang Turns the Earth,"$899,630",-,-,"$899,630",100%
727,Mortuary,"$894,722",-,-,"$894,722",100%
728,Minotaur,"$892,786",-,-,"$892,786",100%
729,Phir Hera Pheri,"$887,272",-,-,"$887,272",100%
730,Love Undercover 3,"$885,256",-,-,"$885,256",100%
731,El colombian dream,"$883,250",-,-,"$883,250",100%
732,Pom Poko,"$879,930",-,-,"$879,930",100%
733,Fly High,"$879,229",-,-,"$879,229",100%
734,Le pressentiment,"$872,854",-,-,"$872,854",100%
